Zipcode,Population Total,Bachelor population,Master population,Professional school degree population,Doctorate degree population
ZCTA5 02672,88,0,52,26,0
ZCTA5 02673,6532,1067,466,66,103
ZCTA5 02675,5249,1155,709,199,105
ZCTA5 02702,3256,614,318,25,22
ZCTA5 02703,30243,6668,2391,221,132
ZCTA5 02713,58,10,17,3,1
ZCTA5 02715,2200,466,219,13,32
ZCTA5 02717,3111,509,158,10,23
ZCTA5 02718,4568,744,355,32,16
ZCTA5 02719,12174,2066,867,100,130
ZCTA5 02720,21839,2873,1026,243,215
ZCTA5 02721,17631,1242,370,57,21
ZCTA5 02723,9809,751,193,12,17
ZCTA5 02724,12270,1032,215,35,76
ZCTA5 02725,1998,239,111,16,17
ZCTA5 02726,11495,1902,967,100,111
ZCTA5 02738,3613,936,672,132,76
ZCTA5 02739,4369,1140,801,119,34
ZCTA5 02740,29731,3494,1432,214,180
ZCTA5 02743,7319,1224,383,41,41
ZCTA5 02744,7567,727,345,15,11
ZCTA5 02745,17855,2072,818,168,141
ZCTA5 02746,9615,549,94,20,63
ZCTA5 02747,13631,2221,831,197,231
ZCTA5 02748,9057,1520,1054,337,230
ZCTA5 02760,17709,4365,2082,501,209
ZCTA5 02762,6377,1813,749,95,46
ZCTA5 02763,1310,320,261,53,0
ZCTA5 02764,2825,414,169,16,82
ZCTA5 02766,11971,2741,1310,216,111
ZCTA5 02767,9755,2165,948,217,98
ZCTA5 02769,8194,1666,969,189,243
ZCTA5 02770,3510,926,411,37,53
ZCTA5 02771,10620,2196,933,253,107
ZCTA5 02777,12007,1745,909,120,80
ZCTA5 02779,4244,739,330,71,49
ZCTA5 02780,35009,4313,1607,238,118
ZCTA5 02790,11681,2087,1150,201,95
ZCTA5 02791,177,64,29,50,18
ZCTA5 02802,623,125,0,0,0
ZCTA5 02804,1752,229,204,0,0
ZCTA5 02806,11138,3438,2338,1036,671
ZCTA5 02807,747,267,105,19,21
ZCTA5 02808,1491,295,69,16,0
ZCTA5 02809,15023,3278,1692,367,219
ZCTA5 02812,977,313,186,25,24
ZCTA5 02813,5724,1397,640,90,64
ZCTA5 02814,5383,1025,354,96,61
ZCTA5 02815,103,44,42,0,0
ZCTA5 02816,23377,3749,1589,295,260
ZCTA5 02817,4144,797,500,89,95
ZCTA5 02818,13039,3984,1950,893,384
ZCTA5 02822,4419,1044,453,116,116
ZCTA5 02825,3889,778,415,80,33
ZCTA5 02826,420,90,19,0,0
ZCTA5 02827,1568,295,109,19,6
ZCTA5 02828,5623,1164,591,74,103
ZCTA5 02830,4728,758,428,49,43
ZCTA5 02831,2394,522,266,51,25
ZCTA5 02832,3571,762,311,0,25
ZCTA5 02833,530,84,11,0,18
ZCTA5 02835,4084,1201,990,323,108
ZCTA5 02836,76,34,12,0,0
ZCTA5 02837,2679,779,354,178,36
ZCTA5 02838,2438,418,216,0,0
ZCTA5 02839,1049,106,107,31,0
ZCTA5 02840,16316,4537,2263,553,359
ZCTA5 02841,898,446,237,68,5
ZCTA5 02842,11017,2970,1378,93,132
ZCTA5 02852,15687,4329,2182,482,416
ZCTA5 02857,6979,1627,818,145,90
ZCTA5 02858,491,112,0,0,0
ZCTA5 02859,5154,766,188,64,51
ZCTA5 02860,29461,3303,1267,335,359
ZCTA5 02861,18743,2383,873,138,88
ZCTA5 02863,10998,706,189,68,11
ZCTA5 02864,24395,5395,2772,460,269
ZCTA5 02865,11757,2878,1270,215,146
ZCTA5 02871,12005,3109,1736,335,329
ZCTA5 02872,191,63,45,0,0
ZCTA5 02873,218,19,58,0,0
ZCTA5 02874,4228,1571,851,148,126
ZCTA5 02875,325,111,0,0,13
ZCTA5 02876,202,18,17,0,0
ZCTA5 02878,11964,2491,1000,230,321
ZCTA5 02879,14284,3975,1972,586,613
ZCTA5 02881,1759,626,314,96,227
ZCTA5 02882,8769,2712,1791,393,295
ZCTA5 02885,7807,1396,698,136,60
ZCTA5 02886,21467,4787,2015,325,316
ZCTA5 02888,14829,2800,1255,139,139
ZCTA5 02889,20240,3909,1333,230,161
ZCTA5 02891,15639,3180,1606,177,88
ZCTA5 02892,3426,763,396,85,65
ZCTA5 02893,21267,2936,1217,210,159
ZCTA5 02894,387,42,23,0,0
ZCTA5 02895,28822,2817,1134,57,148
ZCTA5 02896,9028,1769,778,60,103
ZCTA5 02898,1017,169,78,0,0
ZCTA5 02903,6177,1324,673,267,376
ZCTA5 02904,21347,3242,1644,248,291
ZCTA5 02905,14627,2112,1129,317,327
ZCTA5 02906,17784,5617,3979,1909,2027
ZCTA5 02907,16407,1496,527,175,189
ZCTA5 02908,21527,3257,1633,383,341
ZCTA5 02909,26182,2599,650,132,58
ZCTA5 02910,14232,2682,1075,203,50
ZCTA5 02911,11247,2375,749,248,59
ZCTA5 02912,7,0,7,0,0
ZCTA5 02914,15307,1554,578,323,144
ZCTA5 02915,12447,2439,983,166,100
ZCTA5 02916,6193,1536,725,197,113
ZCTA5 02917,8480,1749,950,109,89
ZCTA5 02919,21698,3325,1322,123,203
ZCTA5 02920,28111,4313,1832,459,85
ZCTA5 02921,8109,2194,865,312,187
ZCTA5 03031,7380,2597,1617,329,215
ZCTA5 03032,3704,960,330,79,20
ZCTA5 03033,3249,871,535,48,25
ZCTA5 03034,2981,714,252,36,8
ZCTA5 03036,3249,539,421,85,66
ZCTA5 03037,3057,752,303,58,9
ZCTA5 03038,23371,4358,1623,118,122
ZCTA5 03042,4817,929,393,105,41
ZCTA5 03043,1098,246,192,39,12
ZCTA5 03044,3227,746,272,6,13
ZCTA5 03045,9609,1904,771,128,81
ZCTA5 03046,2071,470,218,69,22
ZCTA5 03047,1252,198,97,9,12
ZCTA5 03048,2305,352,136,37,4
ZCTA5 03049,5525,1736,1283,191,218
ZCTA5 03051,16900,4173,1362,241,199
ZCTA5 03052,5500,1407,352,73,27
ZCTA5 03053,16074,4437,1935,312,173
ZCTA5 03054,18145,5247,2024,161,249
ZCTA5 03055,10527,2404,1064,58,95
ZCTA5 03057,1837,588,234,44,33
ZCTA5 03060,20270,3224,1382,85,203
ZCTA5 03062,19296,5094,2807,222,305
ZCTA5 03063,11259,3311,1461,161,144
ZCTA5 03064,9870,2007,941,150,157
ZCTA5 03070,3733,1074,290,35,44
ZCTA5 03071,3433,606,343,75,162
ZCTA5 03076,8878,1770,702,97,45
ZCTA5 03077,7173,1246,389,23,7
ZCTA5 03079,20390,4355,1583,317,101
ZCTA5 03082,1280,308,106,33,16
ZCTA5 03084,1118,291,91,22,10
ZCTA5 03086,2746,517,241,22,0
ZCTA5 03087,9534,3077,1441,260,214
ZCTA5 03101,2099,283,232,29,68
ZCTA5 03102,21547,3785,1191,135,133
ZCTA5 03103,24283,3537,1013,89,164
ZCTA5 03104,22941,5296,2243,499,295
ZCTA5 03106,9346,2443,872,130,61
ZCTA5 03109,7250,1556,668,42,56
ZCTA5 03110,14645,5125,2526,544,395
ZCTA5 03215,166,50,31,4,10
ZCTA5 03216,1670,387,155,19,36
ZCTA5 03217,1547,310,88,20,60
ZCTA5 03218,764,124,15,0,0
ZCTA5 03220,5181,671,223,36,0
ZCTA5 03221,1646,398,165,22,31
ZCTA5 03222,4066,665,208,16,29
ZCTA5 03223,2522,536,301,144,116
ZCTA5 03224,1631,516,209,84,30
ZCTA5 03225,2456,475,133,22,8
ZCTA5 03226,810,261,91,25,16
ZCTA5 03227,866,275,159,17,35
ZCTA5 03229,3705,1310,681,106,82
ZCTA5 03230,944,114,71,3,10
ZCTA5 03231,171,7,27,0,0
ZCTA5 03233,74,39,18,0,0
ZCTA5 03234,3544,555,179,33,20
ZCTA5 03235,5956,770,255,18,38
ZCTA5 03237,1596,352,192,23,14
ZCTA5 03238,62,10,0,0,0
ZCTA5 03240,920,162,53,8,0
ZCTA5 03241,667,164,81,9,8
ZCTA5 03242,2783,726,364,93,122
ZCTA5 03243,823,90,54,2,2
ZCTA5 03244,5759,985,312,26,65
ZCTA5 03245,1518,352,194,75,44
ZCTA5 03246,11718,1949,730,247,50
ZCTA5 03249,5509,1276,393,207,84
ZCTA5 03251,967,122,30,7,0
ZCTA5 03253,4442,981,538,129,67
ZCTA5 03254,3220,927,372,57,68
ZCTA5 03255,1484,392,264,32,26
ZCTA5 03256,1551,361,181,54,10
ZCTA5 03257,2875,1010,565,203,102
ZCTA5 03258,1843,440,152,27,8
ZCTA5 03259,274,70,50,0,7
ZCTA5 03260,582,195,125,18,28
ZCTA5 03261,3146,570,250,13,54
ZCTA5 03262,729,169,41,12,17
ZCTA5 03263,2704,370,144,10,7
ZCTA5 03264,3433,591,433,106,129
ZCTA5 03266,1748,267,140,3,19
ZCTA5 03268,938,160,67,17,0
ZCTA5 03269,2320,512,280,37,37
ZCTA5 03273,268,98,54,0,10
ZCTA5 03275,7763,1147,511,46,27
ZCTA5 03276,6166,971,347,32,28
ZCTA5 03278,2062,518,171,51,24
ZCTA5 03279,540,93,12,5,0
ZCTA5 03280,902,140,71,30,5
ZCTA5 03281,5885,1453,373,103,52
ZCTA5 03282,681,78,43,4,7
ZCTA5 03284,735,128,72,6,12
ZCTA5 03285,1712,442,190,46,17
ZCTA5 03287,1060,259,182,19,22
ZCTA5 03290,3459,751,401,52,78
ZCTA5 03291,26,0,0,0,0
ZCTA5 03293,65,14,6,0,5
ZCTA5 03301,23092,5061,2483,774,354
ZCTA5 03303,11379,2054,798,125,58
ZCTA5 03304,5357,1554,758,208,113
ZCTA5 03307,3918,608,194,16,0
ZCTA5 03431,16070,3677,1733,451,367
ZCTA5 03440,1942,261,88,21,24
ZCTA5 03441,327,6,0,0,32
ZCTA5 03442,928,137,95,11,3
ZCTA5 03443,627,203,15,0,28
ZCTA5 03444,1158,284,161,44,20
ZCTA5 03445,482,111,43,14,11
ZCTA5 03446,4437,764,263,149,29
ZCTA5 03447,1867,306,125,5,14
ZCTA5 03448,524,83,42,9,4
ZCTA5 03449,1299,429,249,62,56
ZCTA5 03450,773,228,140,7,11
ZCTA5 03451,2935,187,164,0,0
ZCTA5 03452,3828,540,211,58,0
ZCTA5 03455,1368,277,135,17,25
ZCTA5 03456,560,101,34,1,3
ZCTA5 03457,514,143,94,19,8
ZCTA5 03458,5154,1462,1097,105,159
ZCTA5 03461,3363,660,224,0,42
ZCTA5 03462,1215,329,157,73,0
ZCTA5 03464,878,182,92,7,27
ZCTA5 03465,1673,309,83,0,19
ZCTA5 03466,830,121,43,23,97
ZCTA5 03467,1398,299,185,46,30
ZCTA5 03470,3448,431,144,16,33
ZCTA5 03561,4335,536,236,108,25
ZCTA5 03570,7234,698,120,12,22
ZCTA5 03574,1822,380,145,58,4
ZCTA5 03575,64,22,0,11,0
ZCTA5 03576,2432,342,166,18,31
ZCTA5 03579,383,33,18,0,2
ZCTA5 03580,1151,369,169,35,29
ZCTA5 03581,2362,336,129,36,43
ZCTA5 03582,1795,176,46,7,0
ZCTA5 03583,751,137,67,12,2
ZCTA5 03584,2663,278,263,66,8
ZCTA5 03585,1927,295,84,24,19
ZCTA5 03586,508,123,59,42,5
ZCTA5 03588,1233,180,57,11,11
ZCTA5 03590,630,51,11,6,0
ZCTA5 03592,920,86,50,0,0
ZCTA5 03593,319,99,33,16,10
ZCTA5 03595,560,90,44,2,0
ZCTA5 03597,325,7,0,0,0
ZCTA5 03598,2460,296,110,25,4
ZCTA5 03601,345,35,10,0,2
ZCTA5 03602,1921,377,277,39,32
ZCTA5 03603,4048,428,134,6,0
ZCTA5 03604,202,53,18,0,0
ZCTA5 03605,747,95,36,3,0
ZCTA5 03607,297,59,25,10,2
ZCTA5 03608,1753,469,173,7,26
ZCTA5 03609,676,102,26,0,0
ZCTA5 03740,533,78,46,8,3
ZCTA5 03741,3093,455,224,31,88
ZCTA5 03743,9334,1202,258,110,7
ZCTA5 03745,1050,228,154,16,23
ZCTA5 03746,154,47,16,0,0
ZCTA5 03748,3566,776,482,156,97
ZCTA5 03750,767,227,108,38,76
ZCTA5 03751,505,46,109,0,0
ZCTA5 03752,554,68,34,4,4
ZCTA5 03753,2192,564,428,60,103
ZCTA5 03754,132,84,0,0,0
ZCTA5 03755,4838,1683,1157,380,759
ZCTA5 03765,399,110,8,0,0
ZCTA5 03766,7201,1588,831,566,480
ZCTA5 03768,1260,349,273,111,122
ZCTA5 03770,363,108,51,38,0
ZCTA5 03771,654,126,50,6,3
ZCTA5 03773,5754,714,332,142,22
ZCTA5 03774,1403,164,95,23,0
ZCTA5 03777,1059,228,147,33,23
ZCTA5 03779,595,111,87,4,16
ZCTA5 03780,326,38,10,0,0
ZCTA5 03781,1321,239,281,36,51
ZCTA5 03782,2298,809,303,21,70
ZCTA5 03784,2777,554,349,88,148
ZCTA5 03785,2007,226,86,8,10
ZCTA5 03801,16951,6172,2683,397,420
ZCTA5 03809,2593,522,219,0,53
ZCTA5 03810,1156,215,48,33,0
ZCTA5 03811,4835,1567,339,159,63
ZCTA5 03812,533,76,69,28,0
ZCTA5 03813,2262,411,199,12,2
ZCTA5 03814,1723,206,141,0,0
ZCTA5 03816,959,194,108,0,20
ZCTA5 03817,484,72,96,0,16
ZCTA5 03818,2816,484,89,14,21
ZCTA5 03819,2856,596,186,31,47
ZCTA5 03820,21078,5077,2977,258,401
ZCTA5 03823,1121,305,207,45,44
ZCTA5 03824,4447,1325,1346,166,584
ZCTA5 03825,6225,1718,584,117,112
ZCTA5 03826,1752,331,251,30,7
ZCTA5 03827,2343,549,276,22,11
ZCTA5 03830,1396,229,34,0,0
ZCTA5 03832,269,99,33,5,6
ZCTA5 03833,14859,3996,2342,481,184
ZCTA5 03835,4464,565,141,0,57
ZCTA5 03836,986,189,74,16,6
ZCTA5 03837,1189,219,147,21,29
ZCTA5 03838,755,219,131,84,55
ZCTA5 03839,2612,300,200,11,32
ZCTA5 03840,2832,897,545,42,180
ZCTA5 03841,4550,1069,551,97,52
ZCTA5 03842,11489,3092,1982,275,194
ZCTA5 03844,1686,609,311,39,21
ZCTA5 03845,742,275,49,9,0
ZCTA5 03846,708,278,119,13,18
ZCTA5 03847,283,35,82,19,0
ZCTA5 03848,4533,878,375,32,53
ZCTA5 03849,1008,247,58,10,5
ZCTA5 03850,267,14,21,5,0
ZCTA5 03851,2778,357,109,19,28
ZCTA5 03852,452,117,8,7,0
ZCTA5 03853,474,156,53,9,45
ZCTA5 03854,815,270,214,39,31
ZCTA5 03855,1860,313,151,22,14
ZCTA5 03856,1073,350,170,50,22
ZCTA5 03857,6013,1575,801,64,86
ZCTA5 03858,3178,717,274,40,23
ZCTA5 03860,2775,522,254,61,31
ZCTA5 03861,3124,1070,566,20,139
ZCTA5 03862,3272,1007,469,116,41
ZCTA5 03864,1215,177,55,0,0
ZCTA5 03865,5281,845,291,36,90
ZCTA5 03867,15044,2342,723,58,22
ZCTA5 03868,3910,608,151,0,32
ZCTA5 03869,1578,403,149,61,9
ZCTA5 03870,4297,1131,583,155,168
ZCTA5 03871,35,0,0,0,0
ZCTA5 03872,2906,430,176,101,15
ZCTA5 03873,4095,832,171,51,0
ZCTA5 03874,6914,668,131,47,10
ZCTA5 03875,1007,114,123,15,0
ZCTA5 03878,7907,1622,369,15,95
ZCTA5 03882,1053,130,59,3,0
ZCTA5 03883,127,8,23,0,0
ZCTA5 03884,2801,810,307,30,36
ZCTA5 03885,5094,1842,1012,224,87
ZCTA5 03886,1898,211,139,13,0
ZCTA5 03887,1448,110,59,0,3
ZCTA5 03890,258,30,18,0,0
ZCTA5 03894,4797,1183,557,114,88
ZCTA5 03901,5260,1136,337,38,12
ZCTA5 03902,1893,685,171,74,57
ZCTA5 03903,4649,1116,480,53,28
ZCTA5 03904,5858,1523,465,107,96
ZCTA5 03905,1454,403,181,33,53
ZCTA5 03906,3323,595,180,31,18
ZCTA5 03907,1085,311,230,52,20
ZCTA5 03908,4878,1340,571,103,36
ZCTA5 03909,7631,2410,1065,202,199
ZCTA5 03910,277,61,0,0,0
ZCTA5 03911,104,53,0,0,0
ZCTA5 04001,1827,303,68,13,5
ZCTA5 04002,5718,802,332,32,59
ZCTA5 04003,410,126,73,6,0
ZCTA5 04005,15148,2556,755,237,116
ZCTA5 04006,102,52,18,0,5
ZCTA5 04008,2118,482,142,40,25
ZCTA5 04009,3605,684,387,43,13
ZCTA5 04010,952,173,33,9,3
ZCTA5 04011,14191,3404,1672,515,531
ZCTA5 04015,2759,522,80,9,17
ZCTA5 04017,390,100,52,24,26
ZCTA5 04019,0,0,0,0,0
ZCTA5 04020,922,152,53,16,8
ZCTA5 04021,3907,1325,745,282,124
ZCTA5 04022,791,137,90,28,4
ZCTA5 04024,443,72,3,0,9
ZCTA5 04027,4311,482,115,18,45
ZCTA5 04029,1236,251,61,15,12
ZCTA5 04030,1991,147,134,13,0
ZCTA5 04032,5731,1703,922,189,127
ZCTA5 04037,2673,423,249,7,5
ZCTA5 04038,10773,3116,1164,199,149
ZCTA5 04039,5127,1242,341,30,14
ZCTA5 04040,2475,429,176,40,38
ZCTA5 04041,1190,88,58,16,0
ZCTA5 04042,3245,521,139,30,13
ZCTA5 04043,8330,2460,1172,438,216
ZCTA5 04046,5661,1340,573,158,170
ZCTA5 04047,1188,159,49,6,8
ZCTA5 04048,1968,337,131,4,7
ZCTA5 04049,2669,463,67,18,35
ZCTA5 04050,203,56,19,1,5
ZCTA5 04051,790,145,59,13,5
ZCTA5 04055,2842,554,158,20,33
ZCTA5 04056,219,14,3,0,0
ZCTA5 04057,0,0,0,0,0
ZCTA5 04061,1656,178,113,19,8
ZCTA5 04062,12418,2747,748,49,95
ZCTA5 04063,424,116,59,8,17
ZCTA5 04064,6716,1440,352,16,78
ZCTA5 04066,529,109,90,7,12
ZCTA5 04068,1193,94,43,0,0
ZCTA5 04069,1125,288,120,58,10
ZCTA5 04071,3724,878,291,115,30
ZCTA5 04072,13455,2914,1086,143,144
ZCTA5 04073,11244,1692,498,102,29
ZCTA5 04074,13749,4589,1455,398,201
ZCTA5 04076,1921,199,50,6,6
ZCTA5 04079,2887,750,394,119,99
ZCTA5 04083,3047,533,176,8,30
ZCTA5 04084,5561,1332,407,52,21
ZCTA5 04085,1305,235,60,49,0
ZCTA5 04086,6464,1653,725,55,87
ZCTA5 04087,1302,124,146,25,0
ZCTA5 04088,1142,113,70,3,3
ZCTA5 04090,7467,1641,642,136,152
ZCTA5 04091,618,81,44,3,3
ZCTA5 04092,12719,2441,662,275,42
ZCTA5 04093,5843,937,234,65,56
ZCTA5 04095,1011,92,19,9,0
ZCTA5 04096,6216,2178,1066,374,100
ZCTA5 04097,2518,883,252,147,31
ZCTA5 04101,12613,3327,1511,282,328
ZCTA5 04102,12725,3675,1651,581,201
ZCTA5 04103,22351,6363,2596,956,384
ZCTA5 04105,8355,3126,1301,621,336
ZCTA5 04106,17907,5088,1833,357,127
ZCTA5 04107,6643,2515,1145,485,154
ZCTA5 04108,714,242,179,27,6
ZCTA5 04109,87,77,10,0,0
ZCTA5 04110,1061,459,98,166,14
ZCTA5 04210,15711,2643,921,256,185
ZCTA5 04216,310,65,7,0,0
ZCTA5 04217,2126,414,205,52,24
ZCTA5 04219,1230,145,78,0,0
ZCTA5 04220,2265,261,106,0,6
ZCTA5 04221,742,131,21,0,0
ZCTA5 04222,2838,885,230,21,23
ZCTA5 04224,1953,203,31,0,0
ZCTA5 04226,159,25,5,2,0
ZCTA5 04227,46,0,0,0,0
ZCTA5 04228,38,0,0,0,0
ZCTA5 04231,249,35,12,10,2
ZCTA5 04234,71,6,0,0,0
ZCTA5 04236,3143,492,170,80,0
ZCTA5 04237,138,42,5,2,0
ZCTA5 04238,992,159,31,23,14
ZCTA5 04239,3430,415,164,0,38
ZCTA5 04240,24488,2548,1066,185,185
ZCTA5 04250,2931,257,61,0,0
ZCTA5 04252,3070,531,142,9,0
ZCTA5 04253,1425,181,76,14,0
ZCTA5 04254,2129,223,27,10,0
ZCTA5 04255,544,85,53,0,4
ZCTA5 04256,2060,168,77,10,20
ZCTA5 04257,2009,140,4,0,0
ZCTA5 04258,1788,309,67,46,17
ZCTA5 04259,2285,310,295,81,11
ZCTA5 04260,3849,720,202,75,33
ZCTA5 04261,326,56,20,7,6
ZCTA5 04263,1410,174,20,5,0
ZCTA5 04265,782,98,10,0,8
ZCTA5 04267,64,19,9,0,0
ZCTA5 04268,3572,316,131,21,0
ZCTA5 04270,4643,523,314,22,15
ZCTA5 04271,0,0,0,0,0
ZCTA5 04274,3900,453,127,15,63
ZCTA5 04275,344,24,9,1,0
ZCTA5 04276,4167,436,158,46,0
ZCTA5 04280,4947,729,228,13,0
ZCTA5 04281,4015,407,97,13,26
ZCTA5 04282,4144,703,273,111,0
ZCTA5 04284,848,191,100,23,19
ZCTA5 04285,372,75,30,0,0
ZCTA5 04286,123,0,60,0,0
ZCTA5 04287,2339,423,85,60,6
ZCTA5 04289,1404,130,57,10,0
ZCTA5 04290,979,65,67,9,3
ZCTA5 04292,796,71,57,4,0
ZCTA5 04294,2872,392,152,41,69
ZCTA5 04330,18443,3109,870,277,161
ZCTA5 04342,1355,223,77,29,16
ZCTA5 04343,44,14,30,0,0
ZCTA5 04344,1992,443,243,23,0
ZCTA5 04345,8379,1105,526,67,85
ZCTA5 04346,1276,180,44,0,0
ZCTA5 04347,1860,507,277,55,69
ZCTA5 04348,2251,315,177,4,24
ZCTA5 04349,841,138,74,0,6
ZCTA5 04350,2637,334,113,11,0
ZCTA5 04351,1874,460,230,75,33
ZCTA5 04352,1127,193,142,14,21
ZCTA5 04353,1768,249,111,10,28
ZCTA5 04354,1079,180,73,21,11
ZCTA5 04355,1968,503,294,50,31
ZCTA5 04357,2496,404,122,6,0
ZCTA5 04358,3052,393,113,30,6
ZCTA5 04359,344,0,0,0,0
ZCTA5 04360,414,59,28,8,9
ZCTA5 04363,1870,286,67,5,4
ZCTA5 04364,4327,743,409,39,94
ZCTA5 04401,30374,5227,2241,729,453
ZCTA5 04406,549,65,17,4,2
ZCTA5 04408,119,12,8,2,0
ZCTA5 04410,868,107,32,0,9
ZCTA5 04411,1134,158,74,6,0
ZCTA5 04412,6845,1527,434,32,66
ZCTA5 04413,181,9,3,0,0
ZCTA5 04414,871,71,28,0,3
ZCTA5 04415,188,9,5,0,0
ZCTA5 04416,3999,673,188,38,69
ZCTA5 04417,222,21,4,0,3
ZCTA5 04418,1248,117,10,0,6
ZCTA5 04419,2023,178,85,0,6
ZCTA5 04421,471,132,92,16,31
ZCTA5 04422,872,84,17,10,4
ZCTA5 04424,537,37,6,2,0
ZCTA5 04426,3572,536,160,55,15
ZCTA5 04427,1930,195,83,12,5
ZCTA5 04428,2390,306,103,26,7
ZCTA5 04429,3505,864,208,83,72
ZCTA5 04430,1398,150,26,3,7
ZCTA5 04431,42,20,5,0,0
ZCTA5 04434,932,117,28,6,6
ZCTA5 04435,748,99,17,6,4
ZCTA5 04438,813,124,47,0,2
ZCTA5 04441,1530,254,103,10,25
ZCTA5 04442,41,16,20,0,0
ZCTA5 04443,1840,148,37,7,0
ZCTA5 04444,6261,1685,571,214,143
ZCTA5 04448,1169,138,35,2,0
ZCTA5 04449,1128,121,54,3,7
ZCTA5 04450,854,122,33,3,0
ZCTA5 04451,161,3,6,0,0
ZCTA5 04453,536,57,24,0,0
ZCTA5 04454,18,0,0,0,0
ZCTA5 04455,676,67,35,6,2
ZCTA5 04456,2061,295,84,12,0
ZCTA5 04457,4252,336,96,14,73
ZCTA5 04459,651,31,19,4,0
ZCTA5 04460,942,72,7,0,0
ZCTA5 04461,2264,365,72,8,54
ZCTA5 04462,3672,221,161,22,36
ZCTA5 04463,2000,164,91,5,13
ZCTA5 04464,537,73,34,0,0
ZCTA5 04468,6471,885,440,16,165
ZCTA5 04469,76,17,5,0,0
ZCTA5 04471,473,61,18,4,1
ZCTA5 04472,1695,277,143,16,21
ZCTA5 04473,4059,1032,614,110,463
ZCTA5 04474,2801,558,219,26,34
ZCTA5 04475,334,26,3,0,0
ZCTA5 04476,1065,150,150,11,20
ZCTA5 04478,300,40,10,0,0
ZCTA5 04479,1032,115,32,0,0
ZCTA5 04481,391,51,25,4,2
ZCTA5 04485,196,28,9,10,3
ZCTA5 04487,676,38,23,1,0
ZCTA5 04488,879,100,44,0,0
ZCTA5 04489,237,76,33,0,8
ZCTA5 04490,199,23,10,0,0
ZCTA5 04491,93,3,0,0,0
ZCTA5 04492,137,12,2,0,0
ZCTA5 04493,1490,127,51,0,2
ZCTA5 04495,420,25,6,0,0
ZCTA5 04496,2791,645,283,39,69
ZCTA5 04497,291,19,4,3,0
ZCTA5 04530,7654,1663,687,158,132
ZCTA5 04535,481,93,44,6,14
ZCTA5 04537,1519,292,118,8,10
ZCTA5 04538,1569,305,132,36,40
ZCTA5 04539,953,127,110,0,0
ZCTA5 04541,91,0,17,0,27
ZCTA5 04543,1534,270,240,23,64
ZCTA5 04544,635,211,134,9,36
ZCTA5 04547,804,116,72,4,10
ZCTA5 04548,842,162,106,22,35
ZCTA5 04551,664,152,91,3,13
ZCTA5 04553,1289,312,210,74,45
ZCTA5 04554,741,156,19,38,0
ZCTA5 04555,1177,239,109,12,39
ZCTA5 04556,870,177,128,30,15
ZCTA5 04558,252,67,18,7,8
ZCTA5 04562,1633,278,134,18,76
ZCTA5 04563,1004,132,62,19,8
ZCTA5 04564,279,97,36,9,9
ZCTA5 04568,415,112,55,15,12
ZCTA5 04570,0,0,0,0,0
ZCTA5 04571,270,44,38,8,26
ZCTA5 04572,3647,494,253,22,0
ZCTA5 04573,383,108,36,5,3
ZCTA5 04574,1127,142,60,3,15
ZCTA5 04575,57,15,4,16,12
ZCTA5 04576,551,146,76,7,12
ZCTA5 04578,3173,636,118,51,35
ZCTA5 04579,2123,293,111,34,28
ZCTA5 04605,10077,1854,639,142,136
ZCTA5 04606,840,130,26,15,7
ZCTA5 04607,922,142,29,13,0
ZCTA5 04609,3650,1100,494,56,192
ZCTA5 04611,312,53,8,0,2
ZCTA5 04612,373,79,18,12,0
ZCTA5 04613,118,9,9,3,3
ZCTA5 04614,1844,418,199,68,11
ZCTA5 04616,630,152,94,14,26
ZCTA5 04617,608,153,110,16,17
ZCTA5 04619,2191,235,92,26,6
ZCTA5 04622,1073,153,43,21,4
ZCTA5 04623,785,156,27,0,11
ZCTA5 04624,114,26,0,3,3
ZCTA5 04625,48,10,4,1,0
ZCTA5 04626,321,55,13,7,0
ZCTA5 04627,1277,238,124,20,40
ZCTA5 04628,517,70,20,8,2
ZCTA5 04629,174,129,45,0,0
ZCTA5 04630,917,199,21,0,0
ZCTA5 04631,1120,219,76,18,8
ZCTA5 04634,1414,160,68,0,12
ZCTA5 04635,14,4,0,0,0
ZCTA5 04637,108,19,13,0,0
ZCTA5 04640,1782,266,134,8,32
ZCTA5 04642,81,12,6,9,0
ZCTA5 04643,759,92,35,2,9
ZCTA5 04644,0,0,0,0,0
ZCTA5 04645,36,7,6,1,4
ZCTA5 04646,53,24,2,0,0
ZCTA5 04648,370,63,25,0,5
ZCTA5 04649,997,112,59,10,7
ZCTA5 04650,127,11,12,0,4
ZCTA5 04652,1478,162,111,16,19
ZCTA5 04653,384,68,19,3,10
ZCTA5 04654,2175,287,132,15,43
ZCTA5 04655,930,146,53,10,13
ZCTA5 04657,259,32,11,2,3
ZCTA5 04658,1090,155,66,8,8
ZCTA5 04660,1061,302,193,72,46
ZCTA5 04662,474,103,57,0,9
ZCTA5 04664,840,106,63,3,3
ZCTA5 04666,894,128,50,10,12
ZCTA5 04667,1067,168,43,12,6
ZCTA5 04668,1082,76,16,2,0
ZCTA5 04669,156,33,49,3,0
ZCTA5 04671,429,27,15,10,0
ZCTA5 04673,103,22,15,3,2
ZCTA5 04674,414,92,33,10,0
ZCTA5 04675,327,79,58,22,0
ZCTA5 04676,809,231,71,16,5
ZCTA5 04677,215,41,21,2,5
ZCTA5 04679,1349,320,171,11,23
